nombre,habilidades,contraataque_insecto,contraataque_siniestro,contraataque_dragon,contraataque_electrico,contraataque_hada,contraataque_lucha,contraataque_fuego,contraataque_volador,contraataque_fantasma,contraataque_planta,contraataque_tierra,contraataque_hielo,contraataque_normal,contraataque_veneno,contraataque_psiquico,contraataque_roca,contraataque_acero,contraataque_agua,ataque,total_base,Probabilidad_de_captura,defensa,Puntos_de_salud,No_Pokedex,ataque_especial,defensa_especial,velocidad,tipo1,tipo2
Ralts,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,198,235,25,28,280,45,35,40,psychic,fairy
Kirlia,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,278,120,35,38,281,65,55,50,psychic,fairy
Gardevoir,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,618,45,65,68,282,165,135,100,psychic,fairy
Surskit,"['Swift Swim', 'Rain Dish']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,30,269,200,32,40,283,50,52,65,bug,water
Masquerain,"['Intimidate', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,454,75,62,70,284,100,82,80,bug,flying
Shroomish,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,295,255,60,60,285,40,60,35,grass,No aplica
Breloom,"['Effect Spore', 'Poison Heal', 'Technician']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,130,460,90,80,60,286,60,60,70,grass,fighting
Slakoth,['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,280,255,60,60,287,35,35,30,normal,No aplica
Vigoroth,['Vital Spirit'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,440,120,80,80,288,55,55,90,normal,No aplica
Slaking,['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,670,45,100,150,289,95,65,100,normal,No aplica
Nincada,"['Compoundeyes', 'Run Away']",1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,266,255,90,31,290,30,30,40,bug,ground
Ninjask,"['Speed Boost', 'Infiltrator']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,90,456,120,45,61,291,50,50,160,bug,flying
Shedinja,['Wonder Guard'],0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,90,236,45,45,1,292,30,30,40,bug,ghost
Whismur,"['Soundproof', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,51,240,190,23,64,293,51,23,28,normal,No aplica
Loudred,"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,360,120,43,84,294,71,43,48,normal,No aplica
Exploud,"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,490,45,63,104,295,91,73,68,normal,No aplica
Makuhita,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,60,237,180,30,72,296,20,30,25,fighting,No aplica
Hariyama,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,474,200,60,144,297,40,60,50,fighting,No aplica
Azurill,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,20,190,150,40,50,298,20,40,20,normal,fairy
Nosepass,"['Sturdy', 'Magnet Pull', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,375,255,135,30,299,45,90,30,rock,No aplica
Skitty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,260,255,45,50,300,35,35,50,normal,No aplica
Delcatty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,400,60,65,70,301,55,55,90,normal,No aplica
Sableye,"['Keen Eye', 'Stall', 'Prankster']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,85,480,45,125,50,302,85,115,20,dark,ghost
Mawile,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,105,480,45,125,50,303,55,95,50,steel,fairy
Aron,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,330,180,100,50,304,40,40,30,steel,rock
Lairon,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,430,90,140,60,305,50,50,40,steel,rock
Aggron,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,140,630,45,230,70,306,60,80,50,steel,rock
Meditite,"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,40,280,180,55,30,307,40,55,60,fighting,psychic
Medicham,"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,510,90,85,60,308,80,85,100,fighting,psychic
Electrike,"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,295,120,40,40,309,65,40,65,electric,No aplica
Manectric,"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,575,45,80,70,310,135,80,135,electric,No aplica
Plusle,"['Plus', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,405,200,40,60,311,85,75,95,electric,No aplica
Minun,"['Minus', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,405,200,50,60,312,75,85,95,electric,No aplica
Volbeat,"['Illuminate', 'Swarm', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,73,430,150,75,65,313,47,85,85,bug,No aplica
Illumise,"['Oblivious', 'Tinted Lens', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,430,150,75,65,314,73,85,85,bug,No aplica
Roselia,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,60,400,150,45,50,315,100,80,65,grass,poison
Gulpin,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,43,302,225,53,70,316,43,53,40,poison,No aplica
Swalot,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,73,467,75,83,100,317,73,83,55,poison,No aplica
Carvanha,"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,90,305,225,20,45,318,65,20,65,water,dark
Sharpedo,"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,140,560,60,70,70,319,110,65,105,water,dark
Wailmer,"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,400,125,35,130,320,70,35,60,water,No aplica
Wailord,"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,90,500,60,45,170,321,90,45,60,water,No aplica
Numel,"['Oblivious', 'Simple', 'Own Tempo']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,305,255,40,60,322,65,45,35,fire,ground
Camerupt,"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,120,560,150,100,70,323,145,105,20,fire,ground
Torkoal,"['White Smoke', 'Drought', 'Shell Armor']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,470,90,140,70,324,85,70,20,fire,No aplica
Spoink,"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,330,255,35,60,325,70,80,60,psychic,No aplica
Grumpig,"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,470,60,65,80,326,90,110,80,psychic,No aplica
Spinda,"['Own Tempo', 'Tangled Feet', 'Contrary']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,360,255,60,60,327,60,60,60,normal,No aplica
Trapinch,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,290,255,45,45,328,45,45,10,ground,No aplica
Vibrava,['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,340,120,50,50,329,50,50,70,ground,dragon
Flygon,['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,520,45,80,80,330,80,80,100,ground,dragon
Cacnea,"['Sand Veil', 'Water Absorb']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,335,190,40,50,331,85,40,35,grass,No aplica
Cacturne,"['Sand Veil', 'Water Absorb']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,115,475,60,60,70,332,115,60,55,grass,dark
Swablu,"['Natural Cure', 'Cloud Nine']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,310,255,60,45,333,40,75,50,normal,flying
Altaria,"['Natural Cure', 'Cloud Nine']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,110,590,45,110,75,334,110,105,80,dragon,flying
Zangoose,"['Immunity', 'Toxic Boost']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,458,90,60,73,335,60,60,90,normal,No aplica
Seviper,"['Shed Skin', 'Infiltrator']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,458,90,60,73,336,100,60,65,poison,No aplica
Lunatone,['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,460,45,65,90,337,95,85,70,rock,psychic
Solrock,['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,460,45,85,90,338,55,65,70,rock,psychic
Barboach,"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,48,288,190,43,50,339,46,41,60,water,ground
Whiscash,"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,468,75,73,110,340,76,71,60,water,ground
Corphish,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,308,205,65,43,341,50,35,35,water,No aplica
Crawdaunt,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,468,155,85,63,342,90,55,55,water,dark
Baltoy,['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,300,255,55,40,343,40,70,55,ground,psychic
Claydol,['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,500,90,105,60,344,70,120,75,ground,psychic
Lileep,"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,355,45,77,66,345,61,87,23,rock,grass
Cradily,"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,495,45,97,86,346,81,107,43,rock,grass
Anorith,"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,95,355,45,50,45,347,40,50,75,rock,bug
Armaldo,"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,495,45,100,75,348,70,80,45,rock,bug
Feebas,"['Swift Swim', 'Oblivious', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,200,255,20,20,349,10,55,80,water,No aplica
Milotic,"['Marvel Scale', 'Competitive', 'Cute Charm']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,540,60,79,95,350,100,125,81,water,No aplica
Castform,['Forecast'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,420,45,70,70,351,70,70,70,normal,No aplica
Kecleon,"['Color Change', 'Protean']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,440,200,70,60,352,60,120,40,normal,No aplica
Shuppet,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,75,295,225,35,44,353,63,33,45,ghost,No aplica
Banette,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,165,555,45,75,64,354,93,83,75,ghost,No aplica
Duskull,"['Levitate', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,295,190,90,20,355,30,90,25,ghost,No aplica
Dusclops,"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,455,90,130,40,356,60,130,25,ghost,No aplica
Tropius,"['Chlorophyll', 'Solar Power', 'Harvest']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,460,200,83,99,357,72,87,51,grass,flying
Chimecho,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,455,45,80,75,358,95,90,65,psychic,No aplica
Absol,"['Pressure', 'Super Luck', 'Justified']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,565,30,60,65,359,115,60,115,dark,No aplica
Wynaut,"['Shadow Tag', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,23,260,125,48,95,360,23,48,23,psychic,No aplica
Snorunt,"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,300,190,50,50,361,50,50,50,ice,No aplica
Glalie,"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,580,75,80,80,362,120,80,100,ice,No aplica
Spheal,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,40,290,255,50,70,363,55,50,25,ice,water
Sealeo,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,410,120,70,90,364,75,70,45,ice,water
Walrein,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,530,45,90,110,365,95,90,65,ice,water
Clamperl,"['Shell Armor', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,345,255,85,35,366,74,55,32,water,No aplica
Huntail,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,485,60,105,55,367,94,75,52,water,No aplica
Gorebyss,"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,485,60,105,55,368,114,75,52,water,No aplica
Relicanth,"['Swift Swim', 'Rock Head', 'Sturdy']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,485,25,130,100,369,45,65,55,water,rock
Luvdisc,"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,330,225,55,43,370,40,65,97,water,No aplica
Bagon,"['Rock Head', 'Sheer Force']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,300,45,60,45,371,40,30,50,dragon,No aplica
Shelgon,"['Rock Head', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,420,45,100,65,372,60,50,50,dragon,No aplica
Salamence,"['Intimidate', 'Moxie']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,700,45,130,95,373,120,90,120,dragon,flying
Beldum,"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,300,3,80,40,374,35,60,30,steel,psychic
Metang,"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,420,3,100,60,375,55,80,50,steel,psychic
Metagross,"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,700,3,150,80,376,105,110,110,steel,psychic
Regirock,"['Clear Body', 'Sturdy']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,580,3,200,80,377,50,100,50,rock,No aplica
Regice,"['Clear Body', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,580,3,100,80,378,100,200,50,ice,No aplica
Registeel,"['Clear Body', 'Light Metal']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,580,3,150,80,379,75,150,50,steel,No aplica
Latias,['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,700,3,120,80,380,140,150,110,dragon,psychic
Latios,['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,700,3,100,80,381,160,120,110,dragon,psychic
Kyogre,['Drizzle'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,770,3,90,100,382,180,160,90,water,No aplica
Groudon,['Drought'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,770,3,160,100,383,150,90,90,ground,No aplica
Rayquaza,['Air Lock'],0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,780,45,100,105,384,180,100,115,dragon,flying
Jirachi,['Serene Grace'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,600,3,100,100,385,100,100,100,steel,psychic
Deoxys,['Pressure'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,600,3,90,50,386,95,90,180,psychic,No aplica
Turtwig,"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,318,45,64,55,387,45,55,31,grass,No aplica
Grotle,"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,405,45,85,75,388,55,65,36,grass,No aplica
Torterra,"['Overgrow', 'Shell Armor']",2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,525,45,105,95,389,75,85,56,grass,ground
Chimchar,"['Blaze', 'Iron Fist']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,309,45,44,44,390,58,44,61,fire,No aplica
Monferno,"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,405,45,52,64,391,78,52,81,fire,fighting
Infernape,"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,534,45,71,76,392,104,71,108,fire,fighting
Piplup,"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,314,45,53,53,393,61,56,40,water,No aplica
Prinplup,"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,405,45,68,64,394,81,76,50,water,No aplica
Empoleon,"['Torrent', 'Defiant']",0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,530,45,88,84,395,111,101,60,water,steel
Starly,"['Keen Eye', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,245,255,30,40,396,30,30,60,normal,flying
Staravia,"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,340,120,50,55,397,40,40,80,normal,flying
Staraptor,"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,485,45,70,85,398,50,60,100,normal,flying
Bidoof,"['Simple', 'Unaware', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,250,255,40,59,399,35,40,31,normal,No aplica
Bibarel,"['Simple', 'Unaware', 'Moody']",1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,410,127,60,79,400,55,60,71,normal,water
Kricketot,"['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,194,255,41,37,401,25,41,25,bug,No aplica
Kricketune,"['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,384,45,51,77,402,55,51,65,bug,No aplica
Shinx,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,263,235,34,45,403,40,34,45,electric,No aplica
Luxio,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,363,120,49,60,404,60,49,60,electric,No aplica
Luxray,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,523,45,79,80,405,95,79,70,electric,No aplica
Budew,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,280,255,35,40,406,50,70,55,grass,poison
Roserade,"['Natural Cure', 'Poison Point', 'Technician']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,515,75,65,60,407,125,105,90,grass,poison
Cranidos,"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,350,45,40,67,408,30,30,58,rock,No aplica
Rampardos,"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,495,45,60,97,409,65,50,58,rock,No aplica
Shieldon,"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,350,45,118,30,410,42,88,30,rock,steel
Bastiodon,"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,495,45,168,60,411,47,138,30,rock,steel
Burmy,"['Shed Skin', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,224,120,45,40,412,29,45,36,bug,No aplica
Wormadam,"['Anticipation', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,424,45,95,60,413,69,95,36,bug,grass
Mothim,"['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,424,45,50,70,414,94,50,66,bug,flying
Combee,"['Honey Gather', 'Hustle']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,244,120,42,30,415,30,42,70,bug,flying
Vespiquen,"['Pressure', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,474,45,102,70,416,80,102,40,bug,flying
Pachirisu,"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,405,200,70,60,417,45,90,95,electric,No aplica
Buizel,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,330,190,35,55,418,60,30,85,water,No aplica
Floatzel,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,495,75,55,85,419,85,50,115,water,No aplica
Cherubi,['Chlorophyll'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,275,190,45,45,420,62,53,35,grass,No aplica
Cherrim,['Flower Gift'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,450,75,70,70,421,87,78,85,grass,No aplica
Shellos,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,325,190,48,76,422,57,62,34,water,No aplica
Gastrodon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,475,75,68,111,423,92,82,39,water,ground
Ambipom,"['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,482,45,66,75,424,60,66,115,normal,No aplica
Drifloon,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,348,125,34,90,425,60,44,70,ghost,flying
Drifblim,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,498,60,44,150,426,90,54,80,ghost,flying
